,Country,Year,Export_Volume
1616,Guyana,2019,0.6464431
1617,Haiti,2019,1.8611867
1618,Honduras,2019,6764.5646073
1619,India,2019,6027.8611523
1620,Indonesia,2019,6333.8728885
1621,Jamaica,2019,9.405321
1622,Kenya,2019,835.8867766
1623,Lao People's Democratic Republic,2019,575.3368254
1624,Liberia,2019,0.5833333
1625,Madagascar,2019,4.0040167
1626,Malawi,2019,15.6594366
1627,Mexico,2019,2626.9848561
1628,Nepal,2019,1.2407212
1629,Nicaragua,2019,2954.389526
1630,Nigeria,2019,2.1935393
1631,Panama,2019,50.691857
1632,Papua New Guinea,2019,787.073434
1633,Paraguay,2019,0.0006743
1634,Peru,2019,3771.9458818
1635,Philippines,2019,7.0860156
1636,Rwanda,2019,388.8660001
1637,Sierra Leone,2019,46.740111
1638,Sri Lanka,2019,0.9553168
1639,Tanzania,2019,1069.2142865
1640,Thailand,2019,174.2986935
1641,Timor-Leste,2019,117.1977167
1642,Togo,2019,58.49345
1643,Trinidad & Tobago,2019,2.4710825
1644,Uganda,2019,4526.143
1645,Venezuela,2019,53.2333949
1646,Viet Nam,2019,27400.1618174
1647,Yemen,2019,12.1805242
1648,Zambia,2019,27.2767848
1649,Zimbabwe,2019,6.2683128
